type,start_seconds,end_seconds
CommandExecution,164695.087,164695.52
Reasoning,164698.179,164701.705
AgentMessage,164701.708,164704.405
CommandExecution,164721.362,164721.362
CommandExecution,164721.426,164721.427
Reasoning,164726.554,164727.169
CommandExecution,164744.004,164744.004
CommandExecution,164742.951,164744.833
Reasoning,164745.72,164746.5
CommandExecution,164765.414,164765.71
CommandExecution,164764.234,164767.343
Reasoning,164768.314,164769.624
McpToolCall,164779.964,164782.51
CommandExecution,164782.597,164782.597
Reasoning,164785.059,164786.665
CommandExecution,164795.597,164795.598
CommandExecution,164795.661,164795.662
Reasoning,164799.137,164815.354
CommandExecution,164818.878,164818.879
Reasoning,164821.564,164824.249
CommandExecution,164795.733,164824.557
CommandExecution,164828.813,164828.814
Reasoning,164835.119,164837.439
CommandExecution,164860.118,164860.118
CommandExecution,164860.179,164860.179
Reasoning,164864.065,164869.179
CommandExecution,164872.212,164872.212
Reasoning,164875.879,164883.55
CommandExecution,164885.813,164885.814
Reasoning,164888.76,164894.11
Reasoning,164929.046,164934.965
CommandExecution,164925.109,164935.53
CommandExecution,164935.926,164935.926
Reasoning,164938.596,164939.362
AgentMessage,164939.365,164942.314
CommandExecution,164333.665,164960.691
CommandExecution,164966.91,164966.91
CommandExecution,164966.935,164966.935
Reasoning,164968.96,164973.765
CommandExecution,165011.435,165013.002
CommandExecution,165012.619,165013.823
Reasoning,165015.704,165019.694
CommandExecution,165026.238,165026.238
CommandExecution,165025.134,165029.002
Reasoning,165029.134,165036.044
CommandExecution,165042.258,165042.259
Reasoning,165043.88,165047.159
CommandExecution,165057.629,165057.63
Reasoning,165060.864,165080.37
CommandExecution,165086.781,165086.781
CommandExecution,165057.668,165088.105
CommandExecution,165057.693,165088.127
Reasoning,165089.249,165091.669
CommandExecution,165095.473,165095.474
Reasoning,165097.714,165102.605
CommandExecution,165112.044,165112.045
CommandExecution,165112.2,165118.342
CommandExecution,165112.176,165121.637
Reasoning,165116.594,165133.425
AgentMessage,165133.428,165135.264
CommandExecution,165143.49,165144.681
Reasoning,165146.664,165148.464
Reasoning,165162.479,165179.21
CommandExecution,165181.338,165181.339
Reasoning,165183.599,165200.374
CommandExecution,165159.578,165203.672
Reasoning,165200.377,165216.834
CommandExecution,165218.182,165218.182
Reasoning,165221.006,165223.344
AgentMessage,165223.347,165225.106
CommandExecution,165248.31,165248.31
CommandExecution,165247.181,165258.811
Reasoning,165251.742,165260.955
CommandExecution,165247.21,165262.809
CommandExecution,165247.145,165286.385
CommandExecution,165297.297,165297.297
CommandExecution,165296.236,165297.961
Reasoning,165300.429,165307.339
CommandExecution,165326.608,165326.609
Reasoning,165330.514,165346.249
CommandExecution,165349.072,165349.073
Reasoning,165351.879,165358.154
CommandExecution,165159.605,165395.433
CommandExecution,165412.921,165412.921
CommandExecution,165411.858,165413.062
Reasoning,165415.074,165416.739
Reasoning,165429.415,165445.535
CommandExecution,165455.75,165456.746
CommandExecution,165456.807,165456.807
Reasoning,165458.934,165468.314
McpToolCall,165472.477,165473.364
CommandExecution,165473.444,165473.444
Reasoning,165476.399,165493.594
AgentMessage,165493.604,165495.139
CommandExecution,165531.407,165531.407
CommandExecution,165530.238,165531.607
Reasoning,165535.319,165543.064
CommandExecution,165548.538,165548.539
McpToolCall,165548.552,165549.224
CommandExecution,165576.731,165578.01
CommandExecution,165575.475,165586.241
CommandExecution,165575.55,165588.65
Reasoning,165582.219,165600.826
CommandExecution,165610.114,165610.451
CommandExecution,165610.072,165611.246
CommandExecution,165610.034,165611.631
Reasoning,165617.743,165635.0
Reasoning,165635.004,165652.115
Reasoning,165652.119,165653.604
CommandExecution,165654.899,165654.9
Reasoning,165658.425,165675.696
Reasoning,165675.699,165693.777
Reasoning,165693.781,165704.663
CommandExecution,165575.503,165709.394
CommandExecution,165709.406,165709.407
McpToolCall,165709.422,165711.267
Reasoning,165717.984,165733.569
Reasoning,165733.572,165750.824
Reasoning,165750.827,165759.899
CommandExecution,165786.742,165787.821
CommandExecution,165787.923,165788.282
CommandExecution,157317.292,165798.351
Reasoning,165789.839,165802.624
AgentMessage,165802.626,165804.044
CommandExecution,165815.882,165815.883
CommandExecution,165814.791,165815.958
Reasoning,165821.074,165823.854
CommandExecution,165827.072,165827.072
Reasoning,165832.119,165837.424
Reasoning,165841.999,165858.744
Reasoning,165858.749,165877.482
CommandExecution,165919.431,165920.991
Reasoning,165924.32,165939.764
CommandExecution,165942.369,165942.37
Reasoning,165953.229,165970.298
AgentMessage,165970.302,165972.249
Extension,165972.344,166017.344
Reasoning,166025.355,166046.802
CommandExecution,166051.33,166051.33
CommandExecution,165422.972,166060.195
Reasoning,166053.855,166071.014
Reasoning,166071.019,166079.439
AgentMessage,166079.459,166082.461
Extension,166082.802,166127.804
CommandExecution,166132.084,166132.085
Reasoning,166137.099,166155.884
CommandExecution,166201.205,166202.796
Reasoning,166204.974,166222.144
CommandExecution,166224.595,166224.596
AgentMessage,166231.874,166236.043
AgentMessage,166239.071,166240.749
CommandExecution,166248.399,166248.399
CommandExecution,166248.404,166248.405
Reasoning,166254.305,166275.274
Reasoning,166275.283,166295.194
Reasoning,166295.197,166314.969
Reasoning,166314.974,166337.229
Reasoning,166337.233,166353.259
CommandExecution,166355.222,166355.222
Reasoning,166359.482,166380.974
Reasoning,166380.98,166403.749
Reasoning,166403.753,166424.184
Reasoning,166424.187,166434.491
AgentMessage,166434.494,166436.284
Reasoning,166516.729,166535.294
Reasoning,166535.296,166555.429
Reasoning,166555.433,166568.958
CommandExecution,166612.653,166613.149
Reasoning,166616.737,166633.103
CommandExecution,166642.384,166642.384
CommandExecution,166641.301,166643.227
Reasoning,166653.683,166675.219
Reasoning,166675.223,166692.994
Reasoning,166693.006,166699.779
CommandExecution,166722.211,166722.212
CommandExecution,166721.058,166725.489
Reasoning,166727.088,166743.764
Reasoning,166743.766,166765.88
Reasoning,166765.884,166771.498
AgentMessage,166771.502,166773.793
CommandExecution,166788.613,166788.614
CommandExecution,166788.8,166792.868
CommandExecution,166789.984,166797.015
Reasoning,166794.738,166814.079
Reasoning,166814.082,166834.099
Reasoning,166834.102,166839.488
CommandExecution,166843.161,166843.162
Reasoning,166851.088,166858.418
CommandExecution,166859.887,166859.887
Reasoning,166864.738,166887.609
Reasoning,166887.612,166909.174
Reasoning,166909.176,166928.194
Reasoning,166928.196,166947.088
CommandExecution,166966.324,166966.832
Reasoning,166969.468,166972.43
CommandExecution,166997.947,166997.947
CommandExecution,166996.863,166998.972
Reasoning,167001.013,167022.333
Reasoning,167022.337,167042.854
Reasoning,167042.857,167055.893
AgentMessage,167055.896,167058.438
CommandExecution,167066.267,167070.41
CommandExecution,167067.457,167074.493
Reasoning,167072.903,167090.524
Reasoning,167090.527,167098.593
CommandExecution,167100.207,167100.207
Reasoning,167104.483,167123.663
CommandExecution,167146.076,167147.916
CommandExecution,167147.257,167148.707
Reasoning,167152.839,167164.398
Reasoning,167182.548,167202.883
CommandExecution,167174.622,167220.863
Reasoning,167202.886,167223.733
Reasoning,167223.736,167244.263
Reasoning,167244.266,167248.459
CommandExecution,167250.376,167250.376
Reasoning,167254.183,167276.874
Reasoning,167276.876,167301.64
Reasoning,167301.643,167325.784
Reasoning,167325.788,167352.87
Reasoning,167352.873,167378.473
CommandExecution,167174.593,167399.199
Reasoning,167378.477,167401.789
Reasoning,167401.791,167407.144
CommandExecution,167414.297,167414.298
Reasoning,167418.393,167440.694
Reasoning,167440.697,167468.319
Reasoning,167468.324,167483.469
CommandExecution,167499.048,167503.937
CommandExecution,167499.079,167506.932
Reasoning,167503.308,167532.663
CommandExecution,167499.015,167537.407
Reasoning,167532.669,167547.758
Reasoning,167547.762,167576.679
CommandExecution,167579.654,167579.655
Reasoning,167586.049,167592.085
CommandExecution,167596.136,167596.136
Reasoning,167601.658,167626.145
Reasoning,167626.148,167649.304
Reasoning,167649.307,167674.36
Reasoning,167674.364,167698.719
Reasoning,167698.723,167702.85
CommandExecution,167817.785,167817.785
CommandExecution,167816.705,167817.935
Reasoning,167822.468,167843.809
Reasoning,167843.812,167861.959
AgentMessage,167861.967,167865.568
McpToolCall,167870.264,167870.774
CommandExecution,167870.963,167871.441
Reasoning,167877.227,167905.533
Reasoning,167905.543,167926.508
Reasoning,167926.512,167951.493
Reasoning,167951.496,167978.448
CommandExecution,167986.792,167987.436
CommandExecution,167986.758,167993.101
CommandExecution,167986.821,167995.794
Reasoning,167993.608,168018.96
Reasoning,168018.963,168046.182
Reasoning,168046.186,168075.585
Reasoning,168075.588,168097.338
Reasoning,168097.342,168122.303
CommandExecution,167986.865,168142.954
Reasoning,168122.314,168147.439
Reasoning,168147.441,168165.829
CommandExecution,168171.924,168171.925
McpToolCall,168171.935,168174.742
CommandExecution,167498.988,168186.468
Reasoning,168179.808,168196.855
CommandExecution,168200.648,168201.184
Reasoning,168206.318,168227.228
McpToolCall,168231.037,168231.285
CommandExecution,168231.466,168232.425
Reasoning,168242.797,168262.944
Reasoning,168262.947,168275.888
CommandExecution,168279.997,168280.139
Reasoning,168285.423,168304.763
Reasoning,168304.773,168331.329
Reasoning,168331.332,168350.058
Reasoning,168350.106,168374.403
Reasoning,168374.406,168399.658
Reasoning,168399.667,168426.353
Reasoning,168426.357,168447.173
Reasoning,168447.198,168467.188
Reasoning,168467.191,168489.59
Reasoning,168489.593,168498.164
CommandExecution,168502.188,168502.386
McpToolCall,168502.394,168503.115
ContextCompaction,168503.124,168715.02
Reasoning,168721.743,168722.153
AgentMessage,168722.168,168723.533
CommandExecution,168729.497,168729.5
CommandExecution,168729.5,168729.501
CommandExecution,168729.57,168729.571
Reasoning,168731.328,168731.871
CommandExecution,168751.024,168751.075
CommandExecution,168751.082,168751.083
CommandExecution,168751.118,168751.118
CommandExecution,168751.225,168751.505
McpToolCall,168751.515,168751.828
Reasoning,168754.318,168760.028
AgentMessage,168760.033,168762.268
CommandExecution,168772.962,168772.974
CommandExecution,168773.025,168773.026
CommandExecution,168773.03,168773.965
CommandExecution,168773.098,168774.074
Reasoning,168777.718,168782.294
CommandExecution,168792.59,168793.109
CommandExecution,168792.563,168795.423
McpToolCall,168795.432,168796.168
Reasoning,168799.79,168801.453
CommandExecution,168806.365,168806.366
CommandExecution,168806.429,168806.43
Reasoning,168808.898,168813.343
CommandExecution,168821.27,168821.27
CommandExecution,168821.271,168821.272
Reasoning,168824.902,168827.462
CommandExecution,168833.576,168833.576
CommandExecution,168832.494,168835.601
Reasoning,168836.562,168837.377
CommandExecution,168842.338,168842.338
CommandExecution,168842.379,168842.38
Reasoning,168844.193,168848.583
CommandExecution,168855.015,168855.015
CommandExecution,168855.069,168855.07
Reasoning,168863.054,168863.583
CommandExecution,168866.546,168866.547
Reasoning,168868.712,168869.114
AgentMessage,168869.116,168871.462
CommandExecution,168878.283,168878.283
Reasoning,168885.037,168889.217
CommandExecution,168894.73,168894.731
Reasoning,168901.951,168911.881
CommandExecution,168920.352,168920.352
McpToolCall,168920.374,168920.778
Reasoning,168924.018,168925.201
CommandExecution,168877.216,168926.654
McpToolCall,168931.53,168933.394
Reasoning,168934.869,168935.659
Reasoning,168946.647,168951.19
CommandExecution,168821.414,168964.113
McpToolCall,168965.18,168965.563
McpToolCall,168965.571,168965.943
McpToolCall,168965.95,168966.39
McpToolCall,168966.399,168966.793
McpToolCall,168966.799,168967.268
Reasoning,168973.508,168979.374
CommandExecution,168983.428,168983.428
CommandExecution,168983.492,168983.492
Reasoning,168986.303,169000.363
CommandExecution,169015.06,169015.06
Reasoning,169023.244,169026.387
CommandExecution,169028.535,169028.535
Reasoning,169032.103,169034.234
CommandExecution,169036.911,169036.911
Reasoning,169039.528,169041.632
CommandExecution,169050.332,169050.333
CommandExecution,169050.419,169050.419
Reasoning,169053.313,169065.608
AgentMessage,169065.613,169068.423
CommandExecution,169073.86,169073.861
Reasoning,169081.368,169102.585
Extension,169102.981,169152.983
CommandExecution,169160.568,169160.568
Reasoning,169169.134,169185.253
AgentMessage,169185.256,169186.683
CommandExecution,169229.241,169229.242
Reasoning,169232.823,169256.388
Extension,169256.501,169306.502
Reasoning,169323.888,169334.252
AgentMessage,169334.257,169336.55
CommandExecution,169339.618,169339.619
Reasoning,169342.071,169362.717
Extension,169363.035,169413.036
CommandExecution,169419.785,169419.786
Reasoning,169428.078,169441.633
AgentMessage,169441.637,169442.783
CommandExecution,168855.161,169489.761
Extension,169443.237,169493.238
CommandExecution,169502.866,169502.866
Reasoning,169516.023,169528.383
CommandExecution,169531.821,169531.821
Reasoning,169534.438,169535.748
Extension,169536.047,169581.049
CommandExecution,168967.461,169588.201
CommandExecution,169588.313,169588.313
Reasoning,169592.77,169599.114
AgentMessage,169599.133,169600.994
CommandExecution,169637.981,169637.982
Reasoning,169640.088,169642.158
CommandExecution,169648.617,169648.619
Reasoning,169651.283,169661.783
CommandExecution,169667.602,169669.48
Reasoning,169671.833,169673.958
CommandExecution,169677.718,169677.719
Reasoning,169679.908,169686.419
AgentMessage,169686.423,169687.368
Reasoning,169690.268,169709.113
AgentMessage,169709.116,169710.949
CommandExecution,169719.832,169719.832
CommandExecution,169719.85,169719.851
CommandExecution,169719.89,169719.891
Reasoning,169723.833,169742.788
Reasoning,169742.791,169761.883
Reasoning,169761.887,169783.569
Reasoning,169783.583,169800.243
CommandExecution,169807.042,169807.042
CommandExecution,169807.141,169807.141
Reasoning,169809.604,169829.377
Reasoning,169829.393,169851.603
Reasoning,169851.606,169863.411
Reasoning,169920.618,169940.653
Reasoning,169940.656,169953.228
AgentMessage,169953.231,169955.473
CommandExecution,169975.89,169975.89
Reasoning,169983.673,170006.573
Reasoning,170006.576,170028.458
Reasoning,170028.471,170035.593
CommandExecution,170038.571,170038.572
Reasoning,170041.808,170063.585
Reasoning,170135.063,170156.973
CommandExecution,170161.143,170161.144
Reasoning,170163.608,170164.708
CommandExecution,170160.081,170170.069
CommandExecution,170177.196,170179.507
Reasoning,170180.133,170201.283
Reasoning,170201.286,170222.583
Reasoning,170222.586,170243.508
CommandExecution,170245.941,170245.941
Reasoning,170251.233,170268.588
Reasoning,170290.405,170312.508
Reasoning,170312.512,170316.358
AgentMessage,170316.36,170318.313
CommandExecution,170335.079,170337.387
Reasoning,170340.616,170359.018
Reasoning,170359.021,170381.358
CommandExecution,170383.923,170383.924
Reasoning,170389.488,170402.568
CommandExecution,170424.586,170424.586
